Criteria;Province;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030
Highway density;Xinjiang;1,391084337;1,409698795;1,409698795;1,409698795;1,409698795;1,422590361;1,422590361;1,434819277;1,434819277;1,434819277;1,273975904;1,278975904;1,305662651;1,33813253;1,339277108;1,339277108;1,338975904;1,508975904;1,530481928;1,528554217;1,531626506;1,548012048;1,567710843;1,68439759;1,723554217;1,825180723;1,904156627;1,930903614;1,973614458;2,017108434;2,083433735;4,876325301;4,995722892;5,03813253;5,230361446;5,393433735;8,658795181;8,74813253;8,834457831;9,077289157;9,207409639;9,346385542;9,994518072;10,2503012;10,57036145;10,73873494;11,18822289;11,52427711;11,86033133;12,19638554;12,53243976;12,86849398;13,20454819;13,54060241;13,87665663;14,21271084;14,54876506;14,88481928;15,22087349;15,55692771;15,89298193
Railway length;Beijing;570;579;592;674;674;697;697;698;699;700;707;858;858;860;864;876;876;876;876;876;876;876;876;876;876;1020;1067;1069;1069;1141,1;1140,9;1160,6;1160,6;1160,6;1160,6;1160,6;1160,6;1160,6;1166,549;1169,459;1169,406;1228,442;1276,259;1276,657;1284,753;1284,753;1284,753;1284,753;1311,890278;1324,973178;1338,056078;1351,138978;1364,221878;1377,304778;1390,387678;1403,470578;1416,553478;1429,636378;1442,719278;1455,802178;1468,885078
Railway length;Tianjin;450;480;480;480;485;485;485;485;485;485;485;490;490;490;490;490;490;490;495;495;495;499;499;500;502;503;526;526;526;526;526;697,2;697,2;697,2;697,2;697,2;744,7;694,228;764,296;781,49;781,456;866,862;866,862;970,927;970,927;1043,743;1060,9;1148,862;1173,220861;1219,300411;1265,379961;1311,459511;1357,539061;1403,618611;1449,698161;1495,777711;1541,857261;1587,936811;1634,016361;1680,095911;1726,175461
Railway length;Hebei;466;479;512;511;550;2553;2595;2625;2576;2657;2761;2908;2911;2908;2990;3207;3220;3342;3358;3501;3659;3659;3659;3806;3850;3850;3850;3850;3850;3850;3850;4570,9;4585,7;4744;4671,5;4652;4818,2;4837,83;4853,452;4880,286;4916,406;5170,482;5630,251;6255,526;6252,766;6958,106;6958,106;7162,016;7640,493083;7964,550833;8288,608583;8612,666333;8936,724083;9260,781833;9584,839583;9908,897333;10232,95508;10557,01283;10881,07058;11205,12833;11529,18608
Railway length;Shanxi;1600;1639;1681;1828;1828;1843;1843;2053;2064;2063;2066;2068;2071;2115;2177;2169;2171;2230;2258;2356;2356;2356;2356;2356;2356;2435;2485;2504;2504;2511,3;2510,8;3050,2;3050,5;3137,5;3143,5;3153,9;3153,9;3153,9;3153,9;3536,318;3752,352;3774,471;3774,471;3774,471;4979,516;5085,776;5293,4;5316,823;5664,399972;5923,974256;6183,548539;6443,122822;6702,697106;6962,271389;7221,845672;7481,419956;7740,994239;8000,568522;8260,142806;8519,717089;8779,291372
Railway length;Inner Mongolia;3593;3491;3537;3747;3747;3747;3697;3755;3803;3760;4361;4379;4360;4360;4355;4364;4405;4821;4825;5445;5596;5653;5770;5800;5800;5850;5850;5900;5900;5900;5950;6038,2;6192,6;6202,6;6337,3;6246,2;6382,6;6694,231;6840,34;8074,209;8947,108;9161,856;9474,301;10203,309;10226,006;12094,185;12338,8;12674,69;13287,72069;13874,27674;14460,83279;15047,38884;15633,94489;16220,50094;16807,05699;17393,61304;17980,16909;18566,72514;19153,28119;19739,83724;20326,39329
Railway length;Liaoning;3170;3330;3330;3346;3346;3346;3592;3593;3593;3469;3487;3480;3476;3533;3536;3538;3539;3539;3558;3558;3702;3758;3758;3758;3758;3568;3568;3569;3558;3557,7;3556,4;3782,8;3799,8;4173,9;4174,2;4171,2;4196,3;4200,806;4200,806;4229,3;4278,622;4302,275;5006,366;5104,376;5129,573;5773,387;5558,9;5914,66;6170,35975;6397,8215;6625,28325;6852,745;7080,20675;7307,6685;7535,13025;7762,592;7990,05375;8217,5155;8444,97725;8672,439;8899,90075
Railway length;Jilin;3388,6;3398,8;3462,8;3462,8;3492,3;3492,3;3575,3;3646,4;3719,6;3719,6;3719,4;3721,4;3729,6;3729,6;3781;3489;3482;3482;3482;3482;3482;3482;3482;3482;3482;3482;3482;3482;3482;3482;3482;3561,6;3561,8;3561,8;3561,8;3561,8;3555,4;3622,4;3828,564;3913,52;4024,436;3988,137;4398,398;4398,398;4520,487;5052,66;5052,7;5044,126;5309,489028;5473,794878;5638,100728;5802,406578;5966,712428;6131,018278;6295,324128;6459,629978;6623,935828;6788,241678;6952,547528;7116,853378;7281,159228
Railway length;Heilongjiang;4304;4549;4548;4548;4548;4595;4596;4596;4594;4796;4796;4819;4818;4861;4917;4681;4956;5020;5121;5124;5395;5316;5307;5262;5262;5260;5260;5280;5280;5280;5280;5280;5502,8;5483,7;5564,9;5654,9;5654,3;5755,2;5755,2;5756,1;5785;5945,3;6021,834;6021,834;6019,334;6233,763;6233,8;6232,246;6346,474278;6410,231111;6473,987944;6537,744778;6601,501611;6665,258444;6729,015278;6792,772111;6856,528944;6920,285778;6984,042611;7047,799444;7111,556278
Railway length;Shanghai;238;238,6363636;239,2727273;239,9090909;240,5454545;241,1818182;241,8181818;242,4545455;245;245;245;245;245;245;245;245;245;245;259;259;259;259;259;259;259;259;259;259;259;259;259;259;259;259;263,5;269,1;310,3;331,2;331,2;331,2;422,407;461,27;465,87;465,01;465,01;465,089;465,1;465,095;503,9865278;516,0604778;528,1344278;540,2083778;552,2823278;564,3562778;576,4302278;588,5041778;600,5781278;612,6520778;624,7260278;636,7999778;648,8739278
Railway length;Jiangsu;724;723;723;717;717;717;731;730;732;731;714;714;714;713;713;713;713;713;713;713;748;748;744;747;747;747;751;751;757;757;757,1;897,7;1340,4;1393,6;1606,4;1615,6;1616,1;1618,767;1656,982;1655,566;1921,219;2349,576;2354,622;2599,67;2677,951;2723,837;2767,4;2816,437;3117,409611;3254,974244;3392,538878;3530,103511;3667,668144;3805,232778;3942,797411;4080,362044;4217,926678;4355,491311;4493,055944;4630,620578;4768,185211
Railway length;Zhejiang;750;868,5;881,3928571;894,2857143;907,1785714;920,0714286;932,9642857;945,8571429;972;972;967;967;1038;1038;1038;1039;1092;1092;1093;1093;1093;1093;1093;1093;1093;1093;1093;1093;1093;1093;1093;1220,8;1300,1;1249,9;1249,9;1292,3;1278,5;1319,283;1319,283;1678,244;1774,637;1779,06;1779,06;2044,454;2347,161;2563,651;2576,9;2623,97;2823,596556;2962,379489;3101,162422;3239,945356;3378,728289;3517,511222;3656,294156;3795,077089;3933,860022;4072,642956;4211,425889;4350,208822;4488,991756
Railway length;Anhui;887;887;887;887;887;938;938;951;978;978;1082;1082;1082;1082;1446;1446;1994;2038;2070;1541;1544;1545;1672;1672;1930;1754;1821;1836;1836;1836;1842,9;2220,4;2219,7;2219,7;2353,1;2353,2;2387;2386,964;2871,02;2849,88;2849,854;3120,774;3259,803;3513,088;3548,443;4168,814;4242,6;4274,612;4558,253611;4762,618378;4966,983144;5171,347911;5375,712678;5580,077444;5784,442211;5988,806978;6193,171744;6397,536511;6601,901278;6806,266044;7010,630811
Railway length;Fujian;876;952;956;982;982;982;982;982;1009;1009;1009;1009;1006;1005;1005;1006;1028;1028;1028;1029;1021;1015;1015;1015;1024;1024;1024;1068;1068;1068;1068;1284,8;1453,9;1453,9;1453,9;1613,1;1612,8;1616,3;1616,3;2109,719;2111,419;2110,306;2255,115;2747,765;2759,13;3200,811;3201;3191,413;3488,565111;3659,907511;3831,249911;4002,592311;4173,934711;4345,277111;4516,619511;4687,961911;4859,304311;5030,646711;5201,989111;5373,331511;5544,673911
Railway length;Jiangxi;1067;1132;1132;1146;1148;1149;1149;1291;1293;1244;1389;1389;1383;1481;1481;1481;1538;1567;1567;1589;1642;1642;1644;1644;1644;1581;2116;2125;2125;2161,4;2152,6;2415,3;2368,6;2298,2;2274,4;2423,9;2423,7;2566,357;2650,493;2712,357;2834,536;2834,546;2834,546;3084,256;3702,269;4009,737;4010,5;4280,462;4451,891306;4668,864922;4885,838539;5102,812156;5319,785772;5536,759389;5753,733006;5970,706622;6187,680239;6404,653856;6621,627472;6838,601089;7055,574706
Railway length;Shandong;1276;1276,4;1276,1;1275,9;1275,9;1275,2;1386,2;1386,3;1385,2;1388,4;1410,6;1582;1564,6;1564,6;1569,4;1572,1;2041,2;2042,1;2042,3;2042;2041;2042;2048;2048;2048;2048;2351;2351;2351;2364,2;2401,6;2855,4;2855,4;3150,5;3262,5;3319,3;3329,2;3302,154;3633,298;3685,695;3833,426;4200,298;4288,053;4288,053;5028,916;5434,454;5452,3;5726,402;6012,118417;6282,5955;6553,072583;6823,549667;7094,02675;7364,503833;7634,980917;7905,458;8175,935083;8446,412167;8716,88925;8987,366333;9257,843417
Railway length;Henan;2792;2950;2982;2982;2982;2982;3195;3195;3212;3216;3216;3460;3460;3460;3460;3460;3460;3460;3460;3546;3536;3384;3486;3456;3350;3350;3350;3350;3350;3350;3350;3593,9;3593,9;3654,2;4090,3;4098,7;4098,7;4098,7;4098,7;4098,7;4281,971;4281,971;4890,376;4890,406;5199,756;5296,173;5570,8;5570,8;5870,591806;6072,388922;6274,186039;6475,983156;6677,780272;6879,577389;7081,374506;7283,171622;7484,968739;7686,765856;7888,562972;8090,360089;8292,157206
Railway length;Hubei;1188;1252,327273;1278,109091;1303,890909;1329,672727;1260;1433;1440;1440;1502;1496;1496;1496;1560;1623;1582;1598;1598;1598;1605;1605;1705;1830;1941;1978;1978;2016;2017;2028;2030,7;2030,8;2030,8;2388,9;2388,5;2486,7;2525,4;2527;2564,96;2710,966;2980,242;3360,265;3354,868;3814,361;3929,532;4059,31;4062,285;4138,2;4215,544;4512,856;4661,769267;4810,682533;4959,5958;5108,509067;5257,422333;5406,3356;5555,248867;5704,162133;5853,0754;6001,988667;6150,901933;6299,8152
Railway length;Hunan;1464;1538;1937;2053;2065;2065;2065;2065;2065;2065;2065;2065;2065;2236;2299;2299;2299;2302;2302;2302;2302;2302;2302;2273;2273;2292;2293;2293;2299;2306,5;2312,7;2757,9;2758;2977,2;2835,9;2902;2905,6;2899,125;2899,125;3693,031;3695,107;3696,254;3828,425;4026,606;4550,472;4539,567;4719,8;4744,519;4973,367667;5134,846067;5296,324467;5457,802867;5619,281267;5780,759667;5942,238067;6103,716467;6265,194867;6426,673267;6588,151667;6749,630067;6911,108467
Railway length;Guangdong;799;984;986;986;988;994;1003;1003;1003;1003;1006;1006;1006;1006;1006;1006;1027;1145;1128;1149;1287;1366;1426;1564;1725;1725;1725;1725;1725;1725;1725;1923,2;2108,2;2112,5;2181,4;2225,2;2167,9;2174,821;2174,821;2478,595;2726,947;2832,148;2846,055;3471,722;4026,983;4035,211;4157,9;4200,704;4650,28075;4896,4199;5142,55905;5388,6982;5634,83735;5880,9765;6127,11565;6373,2548;6619,39395;6865,5331;7111,67225;7357,8114;7603,95055
Railway length;Guangxi;1405;1400;1575;1576;1659;1659;1659;1714;1715;1710;1710;1711;1711;1747;1873;2114;2116;2292;2292;2291;2291;2291;2294;2294;2336;2336;2336;2336;2336;2336;2336;2710,7;2745,2;2738;2737,6;2728,8;2735,2;2734,171;2734,171;3125,982;3204,995;3194,211;3194,472;4013,376;4741,533;5117,192;5192,1;5191,387;5743,024056;6069,956689;6396,889322;6723,821956;7050,754589;7377,687222;7704,619856;8031,552489;8358,485122;8685,417756;9012,350389;9339,283022;9666,215656
Railway length;Hainan;144;144;144;144;144;144;144;144;144;144;214;214;214;214;214;214;214;214;214;214;214;214;214;214;214;214;214;214;214;219;219;219;219;219;385,6;385,6;385,6;388,4;388,4;387,292;693,748;693,748;693,748;693,748;693,734;1033,42;1033,4;1033,42;1129,817389;1201,197356;1272,577322;1343,957289;1415,337256;1486,717222;1558,097189;1629,477156;1700,857122;1772,237089;1843,617056;1914,997022;1986,376989
Railway length;Chongqing;20,62884853;20,62884853;20,62884853;20,62884853;20,62884853;20,62884853;20,62884853;20,62884853;20,62884853;20,62884853;20,62884853;20,62884853;20,62884853;20,62884853;20,62884853;20,62884853;20,62884853;20,62884853;20,62884853;20,62884853;20,62884853;20,62884853;92,12318382;163,6175191;235,1118544;306,6061897;378,100525;554;591;591;598;632,6;718,2;718,2;718,2;1269,2;1261,9;1290,648;1290,648;1317,678;1396,247;1373,367;1451,679;1680,059;1781,24;1922,785;2102,1;2166,047;2266,197333;2381,854533;2497,511733;2613,168933;2728,826133;2844,483333;2960,140533;3075,797733;3191,454933;3307,112133;3422,769333;3538,426533;3654,083733
Railway length;Sichuan;29,15614706;29,15614706;29,15614706;117,5220868;205,8880265;294,2539662;382,6199059;470,9858456;559,3517853;647,717725;736,0836647;824,4496044;912,8155441;1001,181484;1089,547424;1177,913363;1266,279303;1354,645243;1443,011182;1531,377122;1619,743062;1708,109001;1796,474941;1884,840881;1973,206821;2061,57276;2149,9387;2327;2327;2327;2327;2505,2;2944;2961,8;2958;2960,4;2986;2999,413;3006,104;3257,881;3549,166;3549,166;3549,166;3549,166;3976,005;4442,186;4622,7;4831,732;4902,945972;5099,779856;5296,613739;5493,447622;5690,281506;5887,115389;6083,949272;6280,783156;6477,617039;6674,450922;6871,284806;7068,118689;7264,952572
Railway length;Guizhou;962;969;1010;1023;1023;1301;1365;1365;1366;1408;1363;1363;1387;1387;1402;1410;1410;1410;1410;1408;1408;1408;1408;1408;1408;1423;1423;1653,5;1653,5;1653,5;1653,5;1653,5;1892,8;1900,1;1890,6;1985,7;2013,6;2011,55;2011,55;2011,55;2001,921;2070,016;2057,836;2093,065;2373,101;2810,115;3269,5;3284,548;3338,566;3518,662467;3698,758933;3878,8554;4058,951867;4239,048333;4419,1448;4599,241267;4779,337733;4959,4342;5139,530667;5319,627133;5499,7236
Railway length;Yunnan;1346;1609;1629;1629;1681;1681;1682;1682;1705;1731;1682;1681;1687;1678;1679;1679;1677;1638;1626;1694;1695;1684;1651;1644;1644;1644;1644;1897;1897;1897;1897;1946,3;2371,4;2340,3;2328,1;2328,1;2309,8;2308,358;2308,762;2474,772;2473,413;2491,258;2619,411;2619,411;2915,914;2929,363;3651,5;3681,668;3667,447611;3826,356911;3985,266211;4144,175511;4303,084811;4461,994111;4620,903411;4779,812711;4938,722011;5097,631311;5256,540611;5415,449911;5574,359211
Railway length;Tibet;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;1048,022184;1048,022184;1048,022184;1048,022184;1048,022184;1048,022184;1048,022184;1048,022184;1048,022184;1048,022184;1048,022184;1048,022184;1048,022184;1048,022184;1048,022184;1048,022184;1048,022184;1071,805833;1114,58905;1157,372267;1200,155483;1200,155483;1200,155483;1250,7;1250,7
Railway length;Shaanxi;993;993;1197;1197;1197;1196;1552;1552;2005;2005;2002;2014;2013;2013;2083;2100;2097;2097;2102;2103;2121;2121;2121;2121;2121;2121;2121;2121;2121;2121;2121;2873,8;2885,1;2892,3;3151,2;3131,2;3184,9;3185,1;3185,1;3319,5;4079;4083,407;4093,493;4421,109;4524,117;4549,168;4632,6;4972,139;5099,962167;5260,520533;5421,0789;5581,637267;5742,195633;5902,754;6063,312367;6223,870733;6384,4291;6544,987467;6705,545833;6866,1042;7026,662567
Railway length;Gansu;2133,1;2223,3;2243,5;2245,8;2245,1;2245,1;2245,1;2245,1;2245,1;2245,1;2245,1;2245,1;2245,1;2245,1;2245,1;2245,1;2245,1;2245,1;2245,1;2245,1;2245,1;2245,1;2245,1;2245,1;2245,1;2322;2322;2322;2322;2322,8;2318;2435,4;2435,4;2435,4;2435,4;2435,4;2435,4;2435,245;2435,399;2435,387;2441,355;2441,543;2487,079;2595,884;3403,435;3847,229;4102,1;4663,824;4663,824;4919,908433;5213,63695;5507,365467;5801,093983;6094,8225;6388,551017;6682,279533;6976,00805;7269,736567;7563,465083;7857,1936;8150,922117
Railway length;Qinghai;463;481;489;529;537;613;503;503;618;618;618;618;618;1095;1095;1095;1095;1095;1095;1095;1095;1095;1100;1097;1097;1097;1097;1097;1097;1097;1097;1297;1297;1297;1297;1297;1652,4;1652,4;1676,4;1676,9;1863,292;1857,621;1857,621;1857,621;2124,603;2349,503;2349,2;2349,491;2481,664167;2571,644733;2661,6253;2751,605867;2841,586433;2931,567;3021,547567;3111,528133;3201,5087;3291,489267;3381,469833;3471,4504;3561,430967
Railway length;Ningxia;409;421;421;421;421;421;421;421;421;421;421;421;421;421;421;421;421;421;421;421;421;421;421;446;453;714;714;714;714;714;714;786,6;786,6;791,4;791,9;791,9;789,5;789,385;811,385;890;1248,386;1266,475;1289,469;1289,469;1289,469;1289,469;1320,1;1352,104;1424,122278;1459,281378;1494,440478;1529,599578;1564,758678;1599,917778;1635,076878;1670,235978;1705,395078;1740,554178;1775,713278;1810,872378;1846,031478
Railway length;Xinjiang;995,5;996,5;996,5;996,5;996,5;996,5;1006,4;1006,4;1030,5;1030,5;1103,1;1103,1;1216,1;1471,1;1580,1;1579;1579;1578;1578;1578;1578;1578;1578;2038;2038;2038;2038;2038;2038;2038;2038;2774,4;2774,5;2773,3;2763,3;2761;2760,8;2760,505;2760,505;3673,4;4228,835;4319,746;4749,731;4741,281;5462,828;5867,64;5869;5946,905;6469,657333;6766,714;7063,770667;7360,827333;7657,884;7954,940667;8251,997333;8549,054;8846,110667;9143,167333;9440,224;9737,280667;10034,33733
Highway length;Beijing;2963;3023;3143;3226;3383;5802;6342;6695;6562;7278;7339;7427;7543;7906;8131;8482;8995;9103;9124;9218;9648;10259;10827;11242;11532;11811;12084;12306;12498;12825;13597;13891;14359;14453;14630;14696;20503;20754;20755;20755;21114;21347;21492;21673;21849;21885;22026;22225,97;22434,07;22601,618;22769,166;22936,714;23104,262;23271,81;23439,358;23606,906;23774,454;23942,002;24109,55;24277,098;24444,646
Highway length;Tianjin;108,9436275;108,9436275;108,9436275;108,9436275;108,9436275;108,9436275;108,9436275;394,7843137;680,625;966,4656863;1252,306373;1538,147059;1823,987745;2109,828431;2395,669118;3792;3825;3918;3940;3983;4007;4068;4088;4117;4156;4243;4264;4287;4335;8844;8946;9647;9696;10168;10514;10836;11316;11531;12060;14316;14832;15163;15391;15718;16110;16550;16764;16764;17221,25933;17523,81907;17826,3788;18128,93853;18431,49827;18734,058;19036,61773;19339,17747;19641,7372;19944,29693;20246,85667;20549,4164;20851,97613
Highway length;Hebei;31844;33420;35770;34508;34903;35593;36437;37971;40260;41298;39883;40014;40124;40187;40514;40698;41161;41577;42299;42992;43640;47464;48334;49195;50496;51630;54146;56009;57263;58162;59152;62615;63079;65391;70200;75894;143778;147265;149503;152135;154344;156965;163045;174492;179200;184553;188431;191693,209;199302,9818;204833,3957;210363,8096;215894,2236;221424,6375;226955,0514;232485,4654;238015,8793;243546,2932;249076,7072;254607,1211;260137,535;265667,949
Highway length;Shanxi;28113;27785;27979;28315;28759;29287;30049;30785;31868;31868;31868;31868;31868;31868;31868;31868;31868;31868;31868;31868;31868;31868;31868;32210;32693;33644;35911;44043;48560;52807;55408;56993;59611;63122;65813;69563;112930;119869;124773;127330;131644;134808;137771;139434;140436;140960;142066;142855,143;146506,2024;148311,7953;150117,3882;151922,981;153728,5739;155534,1668;157339,7596;159145,3525;160950,9454;162756,5382;164562,1311;166367,724;168173,3168
Highway length;Inner Mongolia;27605;31355;34676;29043;30308;31362;33414;36471;37535;37535;37535;37535;37535;37939;37456;38198;40380;41984;42800;43080;43274;43396;43704;43789;44202;44753;45744;49992;58430;63824;67346;70408;72673;74135;75976;79029;128762;138610;147288;150756;157994;160995;163763;167515;172167;175374;196061;199422,89;200396,7567;206163,9327;211931,1087;217698,2847;223465,4607;229232,6367;234999,8127;240766,9887;246534,1647;252301,3407;258068,5167;263835,6927;269602,8687
Highway length;Liaoning;25129;27149;27135;28232;28368;29096;29707;30088;30347;30578;30578;30578;30578;30578;31068;33006;35362;37134;38049;38648;40109;40195;41548;41638;42763;43434;43753;44041;44483;45020;45547;46603;48051;50095;52415;53521;97786;98101;101144;101117;101545;104026;105562;110973;115430;120365;120613;122705,448;126879,3658;129981,0956;133082,8255;136184,5554;139286,2852;142388,0151;145489,745;148591,4748;151693,2047;154794,9346;157896,6644;160998,3943;164100,1242
Highway length;Jilin;17932;18063;18112;18493;18966;19539;20343;23406;23836;23545;23545;24026;24047;24115;24271;24271;24625;24688;24965,8;25326;26468;27110;27192;28374;29581;31321;32098;33075;33812;34516;35216;39747;41095;43779;46796;50308;84444;85445;87099;88430;90437;91754;93208;94191;96041;97326;102484;103895,729;104639,1573;106505,5059;108371,8545;110238,2031;112104,5517;113970,9003;115837,2489;117703,5975;119569,9461;121436,2947;123302,6433;125168,9919;127035,3405
Highway length;Heilongjiang;37428;35195;35312;35739;37431;40117;43087;43474;44797;44797;44797;44797;44965;45295;45396;45487;45659;46090;46617;47045;49617;47188;47882;48023;48356;48819;48987;49631;49766;49928;50284;62979;63046;65123;66821;67077;139335;140909;150845;151470;151945;155592;159063;160206;162464;163233;164502;165989,167;168920,7964;170827,9742;172735,152;174642,3298;176549,5076;178456,6854;180363,8632;182271,041;184178,2188;186085,3966;187992,5744;189899,7522;191806,93
Highway length;Shanghai;1650;1699;1715;1728;1742;1770;1791;1849;1978;2134;2116;2086;2109;2109;2136;2058;2348;2681;2728;2904;3050;3165;3625;3677;3721;3787;3881;3961;4104;4231;4325;6078;6286;6484;7805;8110;10392;11163;11497;11671;11974;12084;12541;12633;12945;13195;13292;13321,991;13727,21822;13946,95096;14166,68369;14386,41642;14606,14916;14825,88189;15045,61462;15265,34736;15485,08009;15704,81282;15924,54556;16144,27829;16364,01102
Highway length;Jiangsu;12412;13443;13990;14849;15032;15274;15943;16805;17721;18351;19804;20149;20610;21313;21970;22436;23152;23818;24183;24609;24772;24929;25325;25505;25891;25970;26659;27102;27331;27749;28198;58866;60141;65565;78262;82739;126972;133732;140930;143803;150307;152247;154118;156094;157521;158805;157304;158475,013;162313,6169;163916,9178;165520,2186;167123,5195;168726,8204;170330,1212;171933,4221;173536,723;175140,0238;176743,3247;178346,6256;179949,9264;181553,2273
Highway length;Zhejiang;12000;13019;14007;14544;15161;15893;16215;17020;18621;20574;21856;22766;23566;24152;24659;25611;26689;27844;28854;29509;30195;30700;31294;32838;33438;34121;34924;36127;38533;40266;41605;44005;45646;46193;46935;48600;95310;99812;103652;106952;110177;111776;113550;115426;116367;118015;119053;120101,401;122478,6504;124053,9938;125629,3372;127204,6806;128780,024;130355,3674;131930,7108;133506,0542;135081,3976;136656,741;138232,0844;139807,4278;141382,7712
Highway length;Anhui;17395;18829;18870;19380;19474;20644;22282;22812;23680;23903;23984;24999;25486;25934;25486;26988;28158;28581;28667;30075;30126;30448;30571;30723;30876;35178;36182;37481;39264;40857;44493;65807;67547;69560;71783;72807;147611;148372;148827;149184;149382;149535;165157;173763;174373;186940;197588;203285,308;209221,5813;216639,0685;224056,5557;231474,0429;238891,5301;246309,0173;253726,5045;261143,9917;268561,4789;275978,9661;283396,4533;290813,9405;298231,4277
Highway length;Fujian;18136;19409;19901;20932;22114;24204;25752;27544;29109;32112;32577;32983;33827;34445;35020;35987;37175;38148;39124;40030;41011;41745;41882;43558;44608;46574;47196;47680;48021;50202;51073;53547;54155;54876;56208;58286;86560;86926;88607;89504;91015;92322;94661;99535;101190;104585;106757;108011,607;111312,6864;113851,2102;116389,734;118928,2578;121466,7816;124005,3054;126543,8292;129082,353;131620,8768;134159,4006;136697,9244;139236,4482;141774,972
Highway length;Jiangxi;26766;28700;29780;30000;30789;30789;30789;30789;30789;30789;30789;30789;30789;30789;31221;31760;31875;31878;32216;32877;33203;33561;33986;34207;34556;34915;34963;35234;36867;36918;37138;60314;60696;61233;61860;62300;128236;130515;133815;137011;140597;146632;150595;152067;155515;156625;161909;162285,124;167298,8884;170464,53;173630,1716;176795,8132;179961,4548;183127,0964;186292,738;189458,3796;192624,0212;195789,6628;198955,3044;202120,946;205286,5876
Highway length;Shandong;29159;29903;30369;30769;31050;31712;32978;33629;34244;35139;35311;35292;35504;35722;35935;36327;37005;37530;38759;39783;40772;41937;43134;46033;50225;54243;57271;59260;64145;67847;70686;71128;74029;76266;77766;80131;204910;212237;220688;226693;229859;233190;244586;252786;259515;263447;265720;270590,238;279483,0502;285459,9661;291436,882;297413,7978;303390,7137;309367,6296;315344,5454;321321,4613;327298,3772;333275,293;339252,2089;345229,1248;351206,0406
